Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Resolution_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,Liquidation_Value,Realisable_FC,Realisable_OC,Liquidation_Flag
803,U24231KL1989PTC005420,S D Pharmacy P Ltd,FC,Kochi,Yes,2022-03-31,2023-10-13,4.9679262,1.1674385,3.8004877,5.0937152,1.1674385,2.3652223,0
804,U92490MH2008PTC184612,Dar Media Private Limited,FC,Mumbai,No,2022-05-06,2023-10-27,9.9968932,7.4691095,2.5277837,0.0370744,0.1082475,0.01,0
805,U45200MH2007PTC167672,Sn Engineering Services Private Limited,OC,Mumbai,No,2023-03-17,2023-10-20,2.4634664,1.1101531,1.3533133,1.3301249,0.75,0.25,0
806,U45201DL2005PTC141372,I P Construction Private Limited,FC,New Delhi,Yes,2019-01-11,2023-10-30,101.9285818,98.86211,3.0664718,48.26,62.1969892,0.0669854,0
807,U51109DL2006PTC155525,Shri Ambica International Food Company Private Limited,FC,New Delhi,No,2019-10-16,2023-10-30,289.083942,288.5563606,0.5275814,15.3892592,22.9472,0.0528,0
808,U22100DL2016PTC298730,Turtle Books Private Limited,OC,New Delhi,Yes,2021-01-19,2023-10-31,1.7193102,0.7711346,0.9481756,0.31846715400000003,0.0875,0.0025,0
809,U20219GJ1985PTC008230,Decent Laminate Private Limited,OC,Ahmedabad,No,2021-05-03,2023-10-30,32.413511400000004,24.6871702,7.7263412,9.378854,6.1089,0.7151975,0
810,U72200DL2010PTC202157,Pythhos Technology Private Limited,OC,New Delhi,No,2022-02-04,2023-10-31,43.4744541,40.79,2.6844541,0.9410504,0.7,0.01,0
811,U34102DL2012PTC240620,Unicast Autotech Private Limited,FC,New Delhi,No,2022-07-08,2023-10-31,74.4210911,38.8382861,35.582805,33.5731318,31.9399564,0.1576436,0
812,U74110DL2011PTC220039,Sadhna Communications Private Limited,FC,New Delhi,Yes,2022-07-19,2023-10-31,1.1595049,1.1595049,0.0,0.8454438,1.1595049,0,0
813,L17120MH1946PLC005227,Nrc Limited,FC,Mumbai,Yes,2018-11-27,2020-03-13,1388.1528698,1189.0199589,199.1329109,164.055,120,39,0
814,U25202PN2004PTC019359,Thermo Products Private Limited,OC,Mumbai,No,2019-02-21,2023-11-01,16.8626,13.2446,3.618,2.4070491,13.2446,3.618,0
815,U52190WB1986PTC041385,Skipper Textiles Private Limited,FC,Kolkata,,2019-06-28,2021-11-25,40.5980252,32.612845,7.9851802,16.4734,18.9797561,0.8005819,0
816,U01549MP2004PTC016729,Khyati Foods Private Limited,OC,Ahmedabad,No,2019-07-25,2022-07-15,36.395718,36.374718,0.021,12.9943114,11.95,0.0011,0
817,U27100MH2009PTC196847,Msm Steels Private Limited,OC,Mumbai,Yes,2019-09-17,2023-11-10,164.6898263,140.5334566,24.1563697,10.0718346,8.75,0.25,0
818,L99999MH1986PLC040604,Melstar Information Technologies Limited,OC,Mumbai,,2019-10-01,2023-11-01,9.7029466,3.6398278,6.0631188,0.1355,3.4,0.515,0
819,U45201KA2006PTC038976,Knk Construction Private Limited,OC,Bengaluru,No,2019-12-11,2022-04-05,250.1463709,106.9011046,143.2452663,29.0794,69.93,1.58,0
820,U35122UP2009PTC037807,Chinttpurni Engineering Work Private Limited,OC,Allahabad,No,2020-02-14,2023-05-12,92.0812304,91.8098708,0.2713596,9.7865063,13,0.0027136,0
821,U11102MH2007PLC170562,Mercator Petroleum Limited,OC,Mumbai,Yes,2020-08-31,2023-11-02,483.5895355,410.0799883,73.5095472,310.96,134.89,5.4132,0
822,U17121TZ2001PTC009969,Weewinn Tex Processorr (India) Private Limited,OC,Chennai,Yes,2021-03-22,2022-05-30,7.876507399999999,3.0204261,4.8560813,5.78,2.66037,0.4856081,0
823,U92490MH2007PTC167302,Udaipur Entertainment World Private Limited,FC,Mumbai,,2021-04-16,2022-02-24,358.12335620000005,357.3788147,0.7445415,18.6129096,65,0.1295,0
824,U17110GJ2005PTC046610,Shreebhav Polyweaves Private Limited,FC,Ahmedabad,No,2021-08-31,2023-09-27,28.5630152,28.5606722,0.002343,5.9368874,8,0.0005,0
825,U22109DL2004PTC125131,Rukmini Iron Pvt. Ltd.,OC,New Delhi,Yes,2022-05-11,2023-11-10,51.8702799,49.4906571,2.3796228,17.6493674,20.75,0.05,0
826,U16009DL2012PTC237514,Kay Pan Fragrance Pvt. Ltd.,OC,New Delhi,Yes,2022-05-13,2023-10-31,628.3073482,3.0310685,625.2762797,3.6553245,3.0310685,0.6,0
827,U45400DL2007PTC165199,Kunal Structural Developers & Industries Private Limited,CD,New Delhi,Yes,2022-05-23,2023-10-31,7.9321118,7.9321118,0.0,2.6377,1.76,0,0
828,U60230MP2012PTC028193,Hindustan Tankers Private Limited,CD,Indore,No,2022-08-05,2023-10-12,11.0444149,11.0444149,0.0,1.2824111,1.4,0,0
829,U93091MH2006PLC281105,Television Home Shopping Network Limited,OC,Mumbai,Yes,2023-03-03,2023-11-09,16.5630868,0.1965908,16.366496,0.0574411,0.1965908,8.4992011,0
830,U51909MH2009PTC311830,Rajnigandha Suppliers Private Limited,FC,Mumbai,No,2023-03-29,2023-11-09,1.4823726,1.4823726,0.0,1.2843,1.3316,0,0
831,U34300PN2002PTC017240,Siddheshwar Industries Private Limited,OC,Mumbai,No,2018-05-14,2023-11-24,320.5847416,251.1977782,69.3869634,31.576507,31.0801575,2.8498425,0
832,U17120MH1975PTC018636,New Empire Textile Processor Private Limited,OC,Mumbai,Yes,2019-08-26,2023-11-22,32.9744617,14.4382536,18.5362081,13.7885308,12.837663,1.0073888,0
833,U15424UP2006PLC031662,Baghauli Sugar And' Distillery Limited,FC,Allahabad,Yes,2020-02-07,2023-11-24,525.7514343,525.174438,0.5769963,69.4171814,134,0.1882381,0
834,U01403TN2015PTC098971,Sri Varadaraja Food Exports Private Limited,OC,Chennai,Yes,2020-02-11,2023-11-15,31.8121301,15.3483829,16.4637472,0.8025,1.3524782,0.8126924,0
835,U15421PN2010PLC136604,Shivaji Cane Processors Limited,FC,Mumbai,No,2021-02-18,2023-11-24,88.2401796,80.2951937,7.9449859,21.1561184,32.7120177,3.7648554,0
836,U27109TZ1995PLC006283,Rosvar Steels Private Limited,FC,Chennai,Yes,2022-06-09,2023-11-17,55.6722547,40.9908349,14.6814198,12.6594379,13.9160083,1.0276994,0
837,U15421PN2008PTC131484,Jailaxmi Sugar Products (Nitali) Private Limited,FC,Mumbai,No,2019-11-06,2023-12-06,199.5137859,191.5137859,8.0,24.99,29.3965,2.489,0
838,L32200MH1994PLC083853,Sri Adhikari Brothers Television Network Limited,FC,Mumbai,Yes,2019-12-20,2023-12-08,640.262198,640.1057798,0.1564182,27.8929993,55.1,0.1,0
839,U63000GJ1995PTC026113,E Complex Private Limited,OC,Ahmedabad,No,2020-12-09,2023-12-04,283.8356756,282.5517561,1.2839195,255.58077633200003,547.564779,0.25,0
840,U45201DL2005PTC135601,Ansal Lotus Melange Projects Private Limited,OC,New Delhi,,2021-04-07,2023-11-20,13.6235023,10.8501852,2.7733171,8.6299502,10.8501852,1.2313014,0
841,L51100MH1994PLC076018,Maxgrow India Limited,OC,Mumbai,Yes,2021-06-04,2023-12-06,1.6477856,0.0,1.6477856,0.3475318,0,0.1533,0
842,U31900GJ2012PLC071773,B & C Energy Infra Limited,OC,Ahmedabad,No,2022-01-03,2023-12-06,6.913117199999999,6.4572907,0.4558265,0.4047826,0.688896,0.01,0
843,U55101TG2008PTC059682,Ykm Entertainment & Hotels Private Limited,FC,Hyderabad,Yes,2022-01-05,2023-12-07,261.4261791,261.1374487,0.2887304,79.21,80,0.25,0
844,U45400DL2007PTC168558,Mhg Land Stocklist Pvt. Ltd.,FC,New Delhi,Yes,2022-06-10,2023-12-12,6.4734433,6.4281633,0.04528,3.6213333,0.48,0.0111784,0
845,L24110GJ1985PLC008225,Skylead Chemicals Ltd,FC,Ahmedabad,Yes,2022-11-30,2023-12-06,384.402347,383.5016719,0.9006751,2.1761385,2.8909932,0.0090068,0
846,U72200TG2009PTC066263,Srius Business Solutions Private Limited,CD,Hyderabad,No,2023-02-03,2023-12-12,3.6425656,0.0,3.6425656,0.2899614,0,0.01,0
847,L74140TG1982PLC040516,Bodhtree Consulting Limited,OC,Hyderabad,No,2023-02-20,2023-12-12,96.5978247,14.7981667,81.799658,3.6250699,13.9614667,0.2195038,0
848,U40106TG1996PLC022929,Indus Business Systems Limited,CD,Hyderabad,No,2023-03-23,2023-12-07,2.0284,0.0,2.0284,0.0620226,0,2.0284,0
849,U63023TG2000PLC035235,Balaji Stake Rice Industries Limited,FC,Hyderabad,Yes,2023-05-22,2023-12-13,17.886576599999998,17.8626674,0.0239092,2.9270049,3.667518,0.0239092,0
850,U34300DL1997PLC086695,Acil Limited,FC,New Delhi,,2018-08-08,2023-12-22,1784.2455943,1761.7025485,22.5430458,101.7,105.1951718,0.3602765,0
851,U64203MH1997PLC166329,Reliance Communications Infrastructure Limited,FC,Mumbai,No,2019-09-25,2023-12-19,454.4299785,182.2,272.2299785,428.51,455.535987,0.3837345,0
852,U85100WB2008NPL130971,Suasth Health Care Foundation,CD,Kolkata,No,2021-08-31,2023-12-18,644.2697066999999,628.3017649,15.9679418,191.3691044,155.8024746,1.1276,0
853,L45202WB1961PLC025181,Mcnally Bharat Engineering Co Limited,FC,Kolkata,,2022-04-29,2023-12-19,3930.4342666,3710.843435,219.5908316,135.373604593,432.1844029,6.909945,0
854,U92412MH2001PTC133254,Eccol Gaming Solutions Private Limited,FC,Mumbai,Yes,2022-08-05,2023-12-19,2.0028516,2.0,0.0028516,0.307,0.0263484,0.0028516,0
855,U15400MH2008PLC184574,Western Hill Foods Limited,FC,Mumbai,No,2022-11-03,2023-12-19,35.221833,30.3510365,4.8707965,10.7338686,13.8,0.3104,0
856,U74999TG2018PTC125502,Mantovani Di Dharti Private Limited,OC,Hyderabad,No,2022-11-11,2023-12-08,341.3908593,103.6764257,237.7144336,19.8012331,29.1246446,3.8253554,0
857,U85100HR2009PTC043840,Vivo Healthcare Private Limited,FC,Chandigarh,No,2022-11-23,2023-12-22,9.6188111,3.9990282,5.6197829,0.2020323,0.75,0.6911972,0
858,U67120MH1996PTC098226,Attribute Shares And Securities Private Limited,FC,Mumbai,No,2023-02-03,2023-12-19,4.6725174,4.6725174,0.0,4.8154577,4.6725174,0,0
859,U45200MH1995PTC090374,Shankheshwar Properties Private Limited,FC,Mumbai,Yes,2023-02-03,2023-12-19,7.4057292,7.390778,0.0149512,0.009433,0.015,0,0
860,U74999MH2014PTC252191,Sagar E-Shop Private Limited,OC,Mumbai,No,2023-03-03,2023-12-19,3.5014000000000003,2.085,1.4164,0.2652208,0.1043,0.0176,0
861,U51909DL1997PTC084974,K.D.K Enterprises Private Limited,OC,New Delhi,No,2020-03-20,2023-12-21,2.4431082,1.3308435,1.1122647,0.8336651,1.33,0,0
862,L27101WB1985PLC039547,Ispat Profiles India Limited,FC,Kolkata,,2019-11-28,2022-04-29,5046.0185818,4900.2391909,145.7793909,96.6586642,99,4.4103,0
863,U55204MH2012PTC235493,Genesis Resorts Private Limited,FC,Mumbai,No,2019-12-11,2023-12-20,274.3540918,268.4085069,5.9455849,83.7954,83,0.8586881,0
864,U27101PN2009PTC138957,Panache Aluminium Extrusions Private Limited,FC,Mumbai,No,2019-12-31,2023-12-21,61.3799995,45.6450389,15.7349606,14.2689384,14.0165485,0.0424844,0
865,U26940AS2010PTC009963,J S B Entrade Private Limited,FC,Guwahati,Yes,2021-12-10,2023-01-20,11.3638194,11.3638194,0.0,8.1690936,8.4,0,0
866,U01100RJ1985PLC003363,Supriya Pharmaceuticals Limited,OC,Jaipur,Yes,2023-03-22,2023-12-22,19.260514,0.0,19.260514,8.8584772,0,19.260514,0
867,U36104WB1996PTC079781,Kosons Forest Products Pvt. Ltd.**,CD,Kolkata,,2022-06-09,2023-12-22,,,,,,,0
868,U40109TG1997PLC028483,Gvk Power (Goindwal Sahib) Limited,FC,Hyderabad,,2022-10-10,2023-12-22,6615.4852168,6584.6771848,30.808032,1347.9671104,1426.2747434,2.0637329,0
869,U65991MH2009PTC348166,Navdurga Advisory Private Limited,FC,Mumbai,No,2023-03-28,2023-12-22,1.3636921,1.3636921,0.0,1.640918,1.3636921,0,0
870,U17111TZ1981PTC001035,Mallur Siddeswara Spinning Mills Private Limited,OC,Chennai,Yes,2023-03-31,2023-12-22,39.3750074,25.4034336,13.9715738,22.2833103,21.1263852,2.6336148,0
871,U36900MH1997PTC110485,Monique Germs Exports Private Limited,OC,Mumbai,No,2019-09-13,2024-01-03,10.5606882,7.3278305,3.2328577,0.1284322,0.65,0.05,0
872,U55101WB2004PTC098787,Sarga Hotel Private Limited,FC,Kolkata,Yes,2022-02-11,2024-01-04,949.2783206,787.1052157,162.1731049,237.43,300.5645242,0.4255958,0
873,U27209WB2006PTC109251,Tamra Dhatu Udyog Pvt Ltd,FC,Kolkata,No,2022-05-25,2024-01-01,631.827793,559.9622139,71.8655791,64.5135526,99,1.6,0
874,U01403MH2010PTC207927,Paranjape Agro Products (India) Pvt. Ltd.,FC,Mumbai,No,2022-06-10,2024-01-05,24.6224158,22.0965017,2.5259141,7.7773709,6.801053,0.2811365,0
875,U28990MH2010PTC211581,Rsal Steel Private Limited,FC,Mumbai,No,2019-09-03,2024-01-09,326.6583802,324.6426366,2.0157436,29.13,22.7042,1.2958345,0
876,U15511GA1993PLC001370,Impala Distillery & Brewery Limited,FC,Mumbai,Yes,2020-01-10,2024-01-05,225.3815091,223.4010475,1.9804616,6.9670736,21.005,0.6087212,0
877,L28910GJ1979PLC003508,Techno Forge Limited,FC,Ahmedabad,No,2020-07-02,2024-02-02,46.0392313,39.7938522,6.2453791,7.9001,9.8732425,0.00063,0
878,U74900DL2009PTC190105,Smr Entertainment Private Limited,OC,New Delhi,Yes,2021-01-07,2024-01-09,0.5823171,0.0585,0.5238171,0.1248,0.03,0,0
879,U34102CH1987PTC007231,Eee And Cee Pressings Pvt Ltd,OC,Chandigarh,Yes,2021-02-19,2024-01-17,4.0950312,0.0,4.0950312,0.8668245,0,1.5971613,0
880,U51900GJ2009PTC057285,Nidhi Impotrade Private Limited,OC,Ahmedabad,No,2021-03-12,2024-01-09,3.1778638,1.2693592,1.9085046,0.0094175,1.13,0.009543,0
881,U27106WB1989PTC046439,Pami Metals Private Limited,FC,Kolkata,No,2021-11-03,2024-01-05,78.34844,63.9593925,14.3890475,10.1499823,10.19,0,0
882,U27320PN2012PTC144043,Saturn Rings & Forgings Private Limited,FC,Mumbai,Yes,2021-12-24,2024-01-30,159.7219546,148.4837067,11.2382479,18.0424621,18.1327,0.3704,0
883,U74999UR2018PLC008760,Dehradun Integrated Arena Limited,CD,Allahabad,No,2022-03-02,2023-11-23,15.982568400000002,6.646954,9.3356144,0,4.1324,0.0776,0
884,U29246MH2003PTC142133,Pranav Construction Systems Private Limited,FC,Mumbai,No,2022-03-11,2024-01-16,212.7311082,164.1086925,48.6224157,44.7102897,42.344019,2.4442343,0
885,U51311TN2005PTC058472,Milan Textile Enterprise Private Limited,FC,Chennai,No,2022-03-21,2024-01-05,49.1171073,15.60024,33.5168673,14.8728281,15.60024,7.8,0
886,U45200DL2008PTC175668,Va Realcon Private Limited,FC,New Delhi,Yes,2022-04-07,2024-01-30,3.2027857,3.2027857,0.0,1.280194097,2.5622286,0,0
887,U21013WB1998PTC087316,Balaji Paper & Newsprint Private Limited,OC,Kolkata,Yes,2022-05-06,2024-01-12,103.1594602,59.3114519,43.8480083,28.0354987,52.4,0.1,0
888,AAX1926,Jbo Globeworld Llp,FC,New Delhi,No,2022-07-22,2024-01-24,8.1392957,7.1797498,0.9595459,0.2038973,1.05,0,0
889,U24133GJ2001PTC039805,Saurashtra Specialities Private Limited,OC,Ahmedabad,No,2022-10-31,2024-02-01,26.5163577,17.1748431,9.3415146,7.5263574,6.1619,0.8781,0
890,U45209TG2012PTC081923,Sindhanur Gangavathi Tollway Private Limited,FC,Hyderabad,No,2022-12-08,2024-01-10,320.5645821,307.2433357,13.3212464,48.2533,70,0.2921894,0
891,U18100TG1991PLC013446,Terrygold (India) Limited,FC,Hyderabad,Yes,2023-03-31,2024-01-12,1782.237573,1781.3409536,0.8966194,9.7168808,10.1,0.26,0
892,U27200MH1984PTC034543,Parshuram Forge Private Limited,FC,Mumbai,Yes,2019-04-22,2024-02-07,53.7405907,51.6367,2.1038907,6.8846214,33.19,0.6582545,0
893,U52190DL2001PLC110580,Magppie International Limited,OC,New Delhi,No,2020-02-26,2024-02-09,112.136257,100.9329791,11.2032779,25.53,29,0.2,0
894,U15424PN2010PLC137545,Fabtech Sugar Limited,FC,Mumbai,No,2021-05-13,2024-02-09,585.0963997,574.6985289,10.3978708,134.89335,169.1787042,0.4868828,0
895,U24230TG2000PLC035486,Mantena Laboratories Limited,FC,Hyderabad,Yes,2021-08-06,2024-02-06,127.6169128,127.5617327,0.0551801,9.7783,18.63,0.0551801,0
896,L74999MH2004PLC144034,Max Alert Systems Limited,OC,Mumbai,No,2021-08-24,2024-02-07,14.7919635,10.0215003,4.7704632,0.8823738,1.0417352,0.0073158,0
897,U70100KL2011PTC028889,Nucleus Premium Properties Private Limited,FC,Kochi,No,2021-11-18,2024-02-09,138.62606970000002,113.310237,25.3158327,18.8,112.958937,0.0454815,0
898,U74900MH2010PTC200074,Shimita Trading Private Limited,OC,Mumbai,No,2021-12-10,2024-02-21,13.7480928,0.6,13.1480928,0.4371303,0.3,0.3,0
899,L52100MH1982PLC291306,Viaan Industries Limited,FC,Mumbai,Yes,2022-03-11,2024-02-06,8.8609857,1.7533152,7.1076705,0.110218,0.75,0.05,0
900,L17226WB1946PLC013554,Eastern Silk Industries Limited,FC,Kolkata,No,2022-06-10,2024-01-31,982.6998257,934.5912402,48.1085855,79.1462075,58.2016,1.3098,0
901,U24294TN1988PTC016660,Ezhil Chemical Private Limited,FC,Chennai,Yes,2022-09-20,2024-02-19,214.4799957,214.4799957,0.0,0.4212263,0.35,0,0
902,U15424PN2000PLC014353,Indian Sugar Manufacturing Company Limited,FC,Mumbai,No,2023-03-23,2024-02-06,523.4703036999999,501.7915589,21.6787448,88.9810405,141.721267,1.343989,0
903,U28990TG2009PTC063504,Jairam Foundry Private Limited,FC,Hyderabad,No,2023-04-28,2024-02-13,8.0780082,5.1151919,2.9628163,0.6039,4.22,0.035,0
904,U13204TG2009PTC076183,Nsl Mining Resources India Private Limited,OC,Hyderabad,Yes,2023-05-25,2024-02-01,0.7850136,0.0,0.7850136,0.07533,0,0.11,0
905,L72200AP1997PLC027073,Ed & Tech International Limited,FC,Hyderabad,Yes,2023-05-25,2024-01-04,5.0912454,4.9693555,0.1218899,0.0325619,4.9693555,0.1218899,0
906,U67120RJ2007PTC023817,Chiraayush Stock Consultants Private Limited,CD,Jaipur,Yes,2020-11-25,2024-02-22,10.7695617,10.766,0.0035617,0.1370105,0.153,0.0001,0
907,U22300MH2006PTC163173,Blue Frog Media Private Limited,CD,Mumbai,Yes,2021-05-19,2024-02-22,5.507031700000001,5.4231797,0.083852,0.0074303,0.04,0.0023606,0
908,L65910MH1986PLC165645,Reliance Capital Ltd,RBI,Mumbai,No,2021-12-06,2024-02-27,26088.973873,25345.4038203,743.5700527,13158.3505,9374.1996954,286.8003046,0
909,U70109MH2013PTC240821,Brick Eagle Group Private Limited,OC,Mumbai,Yes,2022-05-12,2024-02-21,7.151912299999999,1.65,5.5019123,0.0112554,0.0165,0.0055209,0
910,U70109DL2015PTC276831,Coast Realtors Private Limited,FC,New Delhi,No,2022-07-14,2024-02-09,104.1064286,104.1055055,0.0009231,79.0977001,75,0.0009231,0
911,U70200DL2013PTC252698,Msa Developers Private Limited,FC,New Delhi,Yes,2019-10-11,2024-02-16,76.27265949999999,74.2981476,1.9745119,33.0140046,56.9899982,0.5022197,0
912,L31200MH1991PLC063980,Starlite Component Limited,OC,Mumbai,No,2020-01-29,2024-03-14,4.795537,4.1129687,0.6825683,1.4664861,1.6,0.24,0
913,U85110KA1970PTC001864,India Brewery & Distillery Private Limited,OC,Bengaluru,Yes,2021-02-25,2024-02-15,22.2933104,4.4455418,17.8477686,2.943853,0,3.4356991,0
914,AAT6401,Mahamayay Metals Llp,FC,Jaipur,Yes,2021-12-21,2024-03-12,4.7441388,4.3942724,0.3498664,3.2319357,3.15,0.04,0
915,U51109WB2008PTC122189,Rudraksh Dealcom Private Limited,CD,Kolkata,No,2022-07-11,2024-03-05,0.05,0.05,0.0,0.0005625,0.0257169,0,0
916,L27106WB1980PLC033140,Kilburn Office Automation Limited,CD,Kolkata,Yes,2022-11-02,2024-02-26,6.9627545,5.0683285,1.894426,0.0725054,0.105,0.06,0
917,U15147RJ2013PTC041240,Satwiki Proteins Private Limited,OC,Jaipur,Yes,2023-01-13,2024-03-12,75.6633701,59.806633,15.8567371,6.5428006,8.75,4.1802517,0
918,L01100DL1974PLC241646,Omansh Enterprises Limited,FC,New Delhi,Yes,2023-01-31,2024-02-29,2.9512935,2.8665019,0.0847916,1.0128673,2.8665019,0.042411,0
919,U15530MH1995PLC090556,Privilege Industries Limited,FC,Mumbai,No,2023-02-15,2024-02-23,717.3257216999999,696.5352323,20.7904894,212.5628313,381.0185831,2.2768334,0
920,U70102AP2006PLC049894,Vaishnovi Infratech Limited,OC,Hyderabad,No,2023-03-15,2024-02-20,178.3426785,111.0269124,67.3157661,4.1935597,4.390132,0.409868,0
921,U29120WB2007PTC112967,N. S. Engineering Projects Private Limited,FC,Kolkata,Yes,2023-03-31,2024-03-12,154.5326253,150.337942,4.1946833,20.9080511,27.7680844,0.0920156,0
922,L74999DL1990PLC041722,Hanung Toys And Textiles Limited,FC,New Delhi,Yes,2019-03-28,2024-02-28,5021.1183256,4953.43307,67.6852556,59.8672942,71.5,1.3796857,0
923,U63022RJ2006PTC022885,Prithvi Multipurpose Cold Storage Private Limited,FC,Jaipur,No,2019-08-28,2024-02-29,9.3848243,9.3848243,0.0,1.3048044,4.4,0,0
924,U27109TZ1986PLC001823,G K Steel And Allied Industries Ltd.,FC,Chennai,Yes,2019-12-20,2024-03-20,393.5838375,393.5838375,0.0,2.8004,7.5,0,0
925,U25202GJ2007PTC049846,Arc Lamicraft Private Limited,OC,Ahmedabad,No,2020-06-03,2024-04-05,15.1933656,6.1641468,9.0292188,2.3393123,2.3229035,1.1169659,0
926,L17116TG2004PLC044053,Rajvir Industries Limited,FC,Hyderabad,No,2021-04-26,2024-03-04,266.4035534,224.8618624,41.541691,125.241925,115.8559853,8.6731582,0
927,U27201RJ2002PTC017445,Airen Copper Private Limited,CD,Jaipur,Yes,2022-02-18,2024-02-29,174.2965208,174.2965208,0.0,6.3737499,8.15,0,0
928,U45201MP2007PTC020126,Jsm Devcons Pvt. Ltd.,FC,Indore,Yes,2022-03-17,2024-04-05,345.2867495,327.6677767,17.6189728,307.174011602,275.1900028,0.015,0
929,L24302RJ1976PLC001780,Modern Syntex (India) Limited,FC,Jaipur,Yes,2022-03-28,2024-03-12,6706.8774038,6531.0238423,175.8535615,184.2002664,167,4.62,0
930,U72200WB2003PLC096523,Indus Integrated Information Management Ltd.,FC,Kolkata,No,2022-06-15,2024-02-28,10.9557609,7.9560638,2.9996971,7.5442697,6.9,0.4,0
931,U18101TZ1993PLC004607,Uthara Fashion Knitwear Limited,FC,Chennai,No,2022-07-01,2024-03-22,133.8673417,133.4341439,0.4331978,11.6924425,25.1668022,0.4331978,0
932,U27104WB1985PLC038682,Rishra Steel Limited,FC,Kolkata,No,2022-07-18,2024-03-22,29.594465,29.5014309,0.0930341,53.1276211,29.5014309,0.0930341,0
933,U74900DL2007PTC168151,Meghaaarika International Private Limited,OC,New Delhi,Yes,2023-01-25,2024-04-04,45.0497745,38.4813834,6.5683911,0.033167,0.4,0.0065,0
934,U74120UP2016PTC077027,Rental Stay Private Limited,CD,Allahabad,Yes,2023-04-11,2024-03-12,0.3621316,0.0,0.3621316,0.065607,0,0.1,0
935,U45201DL2002PTC115916,Msx Mall Private Limited,FC,New Delhi,No,2018-07-09,2024-04-03,152.21979230000002,150.7397122,1.4800801,82.37325,89.1469846,0.1231233,0
936,U22219PN2010PLC135861,Smart Card It Solutions Limited,FC,Mumbai,No,2022-01-20,2024-04-05,319.8305763,66.4031197,253.4274566,65.8157454,41.9,2.35,0
937,U15142WB1997PTC084070,Swastik Oil Refinery Private Limited,OC,Kolkata,No,2022-03-15,2024-04-10,200.4892341,191.8997929,8.5894412,12.5319179,13.6089696,0.2499177,0
938,U45200MP2009PTC021551,Ashoka Hi-Tech Builders Private Limited**,FC,Indore,,2023-01-06,2024-04-05,,,,,,,0
939,U93000GJ2012PTC069084,Tribesmen Graphics Private Limited,OC,Ahmedabad,Yes,2023-01-23,2024-03-22,11.9825899,6.1657542,5.8168357,0.047394,0.5,0.05,0
940,U55204MH2000PLC128527,V Hotels Limited,FC,Mumbai,No,2019-05-31,2024-04-26,1446.0416538999998,1279.5777752,166.4638787,758.3458,919.4794513,13.8701977,0
941,U70200TN2011PTC079693,Ambojini Property Developers Private Limited,OC,Chennai,Yes,2019-09-10,2024-04-16,258.2331889,257.6693938,0.5637951,126.3361,140,0.02,0
942,U15429KA2002PLC031208,Dnyanyogi Shri Shivkumar Swamiji Sugars Limited,FC,Bengaluru,Yes,2022-03-07,2024-04-24,411.0512594000001,138.7312661,272.3199933,61.0825699,63.8099113,4.0113202,0
943,U91900MH1997PLC105363,Pancard Clubs Limited,FC,Mumbai,No,2022-09-09,2024-04-25,8933.921393,7215.428304,1718.493089,346.506461,688.54,8.7779109,0
944,L27100GJ1990PLC014129,Maximaa Systems Limited,CD,Ahmedabad,Yes,2022-11-28,2024-04-19,53.3811302,34.3000597,19.0810705,0.0022863,3.43,0.5195335,0
945,U27106UP1992PLC013939,Rana Heavy Engineering Limited,FC,Allahabad,No,2023-03-03,2024-04-19,44.2096609,7.6944057,36.5152552,7.7028653,5.825,1.415,0
946,U31300TG1985PLC005844,Xl Energy Limited,FC,Hyderabad,Yes,2023-03-27,2024-04-19,5403.0182402,5402.6129365,0.4053037,0.0012,1.85,0.35,0
947,U70100MH1996PTC097505,Mayurpankh Fine Builders Private Limited,FC,Mumbai,No,2019-09-19,2024-05-02,209.0043216,205.9473676,3.056954,78.9863738,18.2044796,0.0305696,0
948,U45209MH2014PTC256382,Radius Infra Holdings Pvt. Ltd.,FC,Mumbai,No,2022-05-09,2024-04-29,1049.1091908,1047.857834,1.2513568,110.8297308,177.538,0.25,0
949,U15424PN1999PLC013411,Shri Shivsagar Sugar And Agro Products Limited,FC,Mumbai,No,2022-10-19,2024-05-02,278.4696781,243.9016457,34.5680324,102.991,136.1209074,3.3790925,0
950,U31300DL1986PTC025645,Satellite Cables Private Limited,OC,New Delhi,No,2023-01-03,2024-04-23,14.127425,12.5544274,1.5729976,4.8611246,5.42,0.0545,0
951,U27104KL1969SGC002253,Sail-Scl Kerala Limited,FC,Kochi,Yes,2023-03-23,2024-05-02,145.4183219,118.0122943,27.4060276,19.13819525,25.01,3.0160276,0
952,L35999UP1983PLC026603,Harig Crankshafts Limited,FC,Allahabad,Yes,2023-03-31,2024-04-17,316.1917602,277.7748481,38.4169121,70.8434041,75.01,0.0900962,0
953,U52190MH2009PTC191576,Cyperus Multitrade Private Limited,FC,Mumbai,No,2023-06-16,2024-05-02,1.5318849,1.5318849,0.0,0.0830859,0.1389254,0,0
954,U27109PN2004PTC019295,Adico Forge Private Limited,OC,Mumbai,Yes,2023-06-23,2024-05-02,53.020192,28.0022937,25.0178983,26.8347938,15.5488957,10.4611042,0
