Sl_No,CIN,Company_Name,Triggered_By,NCLT_Bench,Defunct,Date_Insolvency_Commencement,Date_Liquidation_Order,Total_Admitted_Claims,Admitted_Claims_FC,Admitted_Claims_OC,No_Resolution_Plans,Highest_Resolution_Value,Liquidation_Flag
1567,U36911DL2010PTC199920,Delhi Diamonds Private Limited,OC,New Delhi,No,2021-05-03,2022-02-17,117.27,116.04,1.23,1.0,0.8,1
1568,U21099TZ1990PLC002773,Sri Vishnu Annamalaiyar Paper Mills Limited,FC,Chennai,Yes,2019-10-11,2022-02-18,66.2,63.74,2.46,1.0,18.81,1
1569,U93090TN1998PTC040934,MPL Motors Private Limited,FC,Chennai,Yes,2020-11-20,2022-02-18,3.55,3.55,0,0.0,-,1
1570,U74899DL1995PLC072972,Basic India Limited,FC,New Delhi,No,2018-10-12,2022-02-21,112.48,111.31,1.17,0.0,-,1
1571,U72900MH2000PLC128007,Gloabtel Convergence Limited,FC,Mumbai,Yes,2019-02-04,2022-02-21,74.71000000000001,70.42,4.29,0.0,-,1
1572,U23209DL2004PTC125911,Spacevision Impex Private Limited,OC,New Delhi,Yes,2019-05-08,2022-02-21,327.0,0.0,327,0.0,-,1
1573,U01400DL2012PTC241254,FE Aagrochem Private Limited,OC,New Delhi,Yes,2019-09-03,2022-02-21,53.39,42.33,11.06,0.0,-,1
1574,U18201DL1991PLC042809,RK Silk Mills (India) Limited,OC,New Delhi,Yes,2019-11-19,2022-02-21,1.14,0.52,0.62,0.0,-,1
1575,U45309TG2017PTC114221,Butta Infrastructure Private Limited,FC,Hyderabad,Yes,2021-03-01,2022-02-24,394.65,394.56,0.09,2.0,60,1
1576,U74993DL2003PTC120065,Perfact Color Digital Prints Private Limited,OC,New Delhi,Yes,2019-12-09,2022-02-25,33.94,8.11,25.83,1.0,2,1
1577,U45200MH2006PTC159779,SAPS Infrastructure Private Limited,OC,Mumbai,Yes,2019-03-07,2022-02-25,0.64,0.0,0.64,0.0,-,1
1578,U18101DL2006PTC150981,Mystic Monk Designs Private Limited,OC,New Delhi,Yes,2021-08-24,2022-02-25,0.1,0.0,0.1,0.0,-,1
1579,U20299TG2000PTC035013,MBS Impex Private Limited,FC,Hyderabad,Yes,2019-11-13,2022-03-01,2214.09,2041.06,173.03,0.0,-,1
1580,U26960TN1993PTC025667,Ultra Tile Private Limited,FC,Chennai,Yes,2021-03-30,2022-03-01,5.92,5.27,0.65,0.0,-,1
1581,U99999GJ1974SGC002635,Gujarat State Construction Corporation Limited,CD,Ahmedabad,Yes,2020-11-11,2022-03-02,27.7957557,27.7957557,0,0.0,-,1
1582,U17291KA2013PTC071285,Swe Fashions Private Limited,FC,Bengaluru,No,2021-03-23,2022-03-08,48.56,39.71,8.85,0.0,-,1
1583,U85110CT1994PLC008663,BSR Diagnostic Limited,FC,Mumbai,No,2017-09-29,2022-03-09,171.776,150.05,21.726,1.0,-,1
1584,U74999MH1941PLC003466,United Salt Works Industries Limited,CD,Mumbai,Yes,2019-10-14,2022-03-09,0.0,0.0,0,0.0,-,1
1585,U17115TZ1987PTC002014,C A V Cotton Mills Limited,FC,Chennai,Yes,2019-09-27,2022-03-11,42.28,38.81,3.47,0.0,-,1
1586,U92113DL2005PTC140868,Real Video Impact Private Limited,FC,New Delhi,No,2021-01-06,2022-03-11,17.74,12.79,4.95,2.0,0.5,1
1587,U72100RJ1987PTC004108,Digicontrols Northern Private Limited,OC,Jaipur,Yes,2019-10-11,2022-03-11,0.11,0.09,0.02,0.0,-,1
1588,U74999PN2014PTC151510,Pandhari Milk Private Limited,OC,Mumbai,Yes,2019-09-03,2022-03-15,51.17,50.73,0.44,0.0,-,1
1589,U17115UP1992PLC014385,Amitech Textiles Limited,FC,Allahabad,Yes,2019-10-03,2022-03-16,34.01,31.19,2.82,0.0,-,1
1590,U20290UP2010PTC075303,Arm Winsys Tech Private Limited,OC,Allahabad,No,2021-02-02,2022-03-16,1.3884937,1.2284937,0.16,0.0,-,1
1591,U93030DL2010PTC208273,Sare Facility (Gurgaon) Services Private Limited,OC,New Delhi,Yes,2021-05-17,2022-03-17,6.45,0.0,6.45,0.0,-,1
1592,U34100TN1980PLC008389,Automotive Coaches & Components Private Limited,FC,Chennai,Yes,2019-09-03,2022-03-18,269.16,102.89,166.27,2.0,27,1
1593,U40101TN1996PLC037198,Empee Power Company (India) Limited,OC,Chennai,Yes,2019-12-31,2022-03-21,73.3,68.77,4.53,0.0,-,1
1594,U45209TG2009PTC064759,KRR Infra Projects Private Limited,FC,Hyderabad,Yes,2021-08-06,2022-03-22,344.93,344.93,0,0.0,-,1
1595,U01222TG2011PTC073264,Parameswara Poultry Farm Private Limited,OC,Hyderabad,No,2019-09-17,2022-03-24,132.35,96.97,35.38,0.0,-,1
1596,U51909TG2012PTC078976,Bharani Commodities Private Limited,FC,Hyderabad,Yes,2021-01-18,2022-03-25,18.52,1.27,17.25,0.0,-,1
1597,U17200MH2013PTC243583,Nihar Cotspin Private Limited,FC,Mumbai,Yes,2020-03-13,2022-03-25,14.73,13.99,0.74,1.0,0.86,1
1598,U74999MH2002PTC137629,Desimran Cartons Private Limited,FC,Mumbai,Yes,2021-07-23,2022-03-28,34.93,34.93,0,0.0,-,1
1599,L29120WB1965PLC026533,U T Limited,OC,Kolkata,No,2020-02-28,2022-03-30,6.7,5.82,0.88,0.0,-,1
1600,U17115GJ2009PTC058873,Raghukul Cottex and Processing Private Limited,FC,Ahmedabad,Yes,2020-12-18,2022-03-30,42.25,29.81,12.44,0.0,-,1
1601,U51909GJ2001PTC039262,Eagle Corporation Private Limited,OC,Ahmedabad,Yes,2019-10-15,2022-03-30,11.4472053,10.5045643,0.942641,1.0,3.85,1
1602,U25209MH1990PTC056535,Sun Acrylics Private Limited,OC,Mumbai,No,2019-11-19,2022-03-30,9.216,9.06,0.156,0.0,-,1
1603,U74120MH2015PTC268565,Powai Cubicles Private Limited,OC,Mumbai,No,2021-02-26,2022-03-30,11.3910942,10.6508623,0.7402319,1.0,5.5,1
1604,U25203MH2010PTC210442,Plast Link Ploymers India Private Limited,CD,Mumbai,Yes,2019-07-02,2022-03-30,0.0,0.0,0,0.0,-,1
1605,U45200DL2011PTC215815,Ekdant Buildtech Private Limited,OC,New Delhi,Yes,2019-11-04,2022-03-31,56.3783203,56.3104048,0.0679155,0.0,-,1
1606,U51909MH2016PTC283354,Vashistha Mercantile and Trading Private Limited,OC,Mumbai,Yes,2021-02-03,2022-03-31,40.199382,0.0,40.199382,0.0,-,1
1607,U25201TG1995PTC019859,Maruthi Tubes Private Limited,OC,Hyderabad,Yes,2021-11-10,2022-03-31,8.08,6.23,1.85,0.0,-,1
1608,U63040DL2002PTC118098,Tybros (India) Tours Private Limited,FC,New Delhi,Yes,2019-12-04,2022-04-04,10.1435894,10.0857744,0.057815,0.0,-,1
1609,U51420WB1991PLC053374,Toshniwal Enterprises Control Limited,FC,Kolkata,Yes,2019-11-22,2022-04-04,61.14206623999999,58.90682024,2.235246,1.0,7.1,1
1610,U15314OR2005PTC008221,Maa Durga Rice Products Private Limited,FC,Cuttack,Yes,2019-09-04,2022-04-05,78.06,77.89,0.17,1.0,-,1
1611,U64203WB2002PTC094700,Manthan Broadband Services Private Limited,FC,Kolkata,Yes,2019-09-18,2022-04-06,0.0,0.0,0,0.0,-,1
1612,L36999TN1988PLC015475,Info-Drive Software Limited,OC,Chennai,Yes,2019-10-15,2022-04-06,43.76,42.82,0.94,0.0,-,1
1613,U52100MH2012PTC225753,Shree Oshiya Ferro Alloys Private Limited,OC,Mumbai,Yes,2020-01-16,2022-04-06,0.25,0.0,0.25,0.0,-,1
1614,U67120MH2007PLC175599,Pacific Shares and Stock Broker Limited,OC,Mumbai,Yes,2021-07-28,2022-04-07,0.0673,0.0,0.0673,0.0,-,1
1615,U74900KA2011PTC058377,E-Infrastructure And Entertainment (India) Private Limited,FC,Bengaluru,Yes,2021-11-17,2022-04-07,108.51,22.77,85.74,0.0,-,1
1616,U45203TG2010PTC068672,Transstroy Tirupati- Tiruthani- Chennai Tollways Private Limited,FC,Hyderabad,No,2019-06-03,2022-04-08,629.08,626.98,2.1,1.0,-,1
1617,U74210AS1998PTC005530,Berial Engineers Pvt Ltd,OC,Guwahati,Yes,2021-12-10,2022-04-08,23.080598058,9.792662058,13.287936,0.0,-,1
1618,U40109TG2000PLC033504,Chadalavada Infratech Limited,FC,Hyderabad,Yes,2021-09-23,2022-04-11,290.17,274.1,16.07,0.0,-,1
1619,U74100MH2004PTC149911,Lexcorp Advisory Services Private Limited,FC,Mumbai,Yes,2021-02-01,2022-04-11,2.8326103,2.8326103,0,0.0,-,1
1620,L18101PB1999PLC022452,Rainbow Denim Limited,OC,Chandigarh,Yes,2019-12-09,2022-04-12,261.87510652442467,226.2168286,35.65827792442466,0.0,-,1
1621,U15314DL2001PTC113420,Hi Tech Grain Processing Private Limited,OC,New Delhi,No,2019-10-31,2022-04-13,371.570605973,368.080320357,3.4902856159999995,1.0,58,1
1622,U40101DL1999PTC101362,SASI Power Private Limited,FC,New Delhi,Yes,2020-01-29,2022-04-13,29.59,29.47,0.12,0.0,-,1
1623,U15549AP2014PTC094813,Sree Naidu Beverages Private Limited,FC,Amaravati,Yes,2021-07-10,2022-04-13,13.36,13.14,0.22,0.0,-,1
1624,U15311UP2004PTC028338,Savaria Roller Flour Mills Private Limited,FC,Allahabad,Yes,2018-06-06,2022-04-19,40.55,40.55,0,0.0,-,1
1625,U25209DL2000PTC105213,Classic Bottle Caps Private Limited,OC,New Delhi,Yes,2020-02-13,2022-04-20,36.94,29.41,7.53,1.0,1.75,1
1626,U50100MH1999PLC122080,Pramukh Car Riders Limited,OC,Mumbai,Yes,2020-03-13,2022-04-20,63.88,57.69,6.19,0.0,-,1
1627,U50102MH2010PTC202069,Global Gallarie Motors Private Limited,OC,Mumbai,Yes,2018-01-23,2022-04-20,8.15,8.15,0,0.0,-,1
1628,U25209TG1964PTC001027,Polyex Private Limited,CD,Hyderabad,Yes,2018-12-26,2022-04-20,44.2102045,44.2102045,0,0.0,-,1
1629,U45500TN2008PTC068214,Cape Engineers Private Limited,CD,Chennai,No,2019-09-06,2022-04-25,25.823315,25.643291,0.180024,1.0,2.78,1
1630,U17115TZ2004PTC011238,Summer India Weaving and Processing Mills Private Limited,FC,Chennai,Yes,2017-10-27,2022-04-25,51.7015282,51.7015282,0,0.0,-,1
1631,U80211TN2011PTC079455,A School India Private Limited,OC,Chennai,Yes,2019-11-08,2022-04-25,4.9128549,0.0,4.9128549,0.0,-,1
1632,U30007KA1987PLC023168,Base Corporation Limited,FC,Bengaluru,No,2019-08-02,2022-04-26,2644.009119285,2176.19,467.81911928500006,1.0,115,1
1633,U32109TN2007PTC062014,Indus Mobile Distribution Private Limited,OC,Chennai,Yes,2019-03-28,2022-04-28,61.746428246,0.0,61.746428246,0.0,-,1
1634,U25200TN2007PTC065726,Shriram SEPL Composites Private Limited,OC,Chennai,Yes,2020-12-23,2022-04-28,32.36,28.33,4.03,1.0,0.6,1
1635,U74300TN1998PTC040474,Ad Mart Private Limited,OC,Chennai,Yes,2021-01-18,2022-04-28,0.81,0.33,0.48,0.0,-,1
1636,U50101TN2006PTC060174,Kapico Motors India Private Limited,FC,Chennai,Yes,2021-01-28,2022-04-28,28.03,15.58,12.45,0.0,-,1
1637,U51420TN2004PTC052776,Freeworld Exports Private Limited,OC,Chennai,No,2021-02-03,2022-04-28,48.6631163,41.53,7.1331163,0.0,-,1
1638,U11100TN2009PTC074041,Wayne-Burt Aerospace Private Limited,FC,Chennai,Yes,2021-03-24,2022-04-28,4.62,4.62,0,0.0,-,1
1639,U23101TZ2000PTC009339,Subhashri Bio-Energies Private Limited,FC,Chennai,Yes,2021-09-02,2022-04-28,165.5,165.16,0.34,0.0,-,1
1640,L92411MH2003PLC140134,Talwalkars Better Value Fitness Limited,FC,Mumbai,No,2021-01-11,2022-04-28,322.98,314.13,8.85,0.0,-,1
1641,U93090MH2016PLC280127,Talwalkars Healthclubs Limited,FC,Mumbai,No,2021-03-09,2022-04-28,1046.31,734.37,311.94,0.0,-,1
1642,U27100MH2000PTC127176,Champalal Motilal Steel Company Private Limited,OC,Mumbai,Yes,2019-06-03,2022-05-02,264.2430842,66.9561286,197.2869556,0.0,-,1
1643,U63022BR2012PTC018144,M M Agro Ventures Private Limited,FC,Kolkata,Yes,2021-03-18,2022-05-05,8.51,8.51,0,0.0,-,1
1644,U70101DL2005PTC142889,RSJ Developers Private Limited,FC,New Delhi,Yes,2021-10-01,2022-05-05,9.16,7.34,1.82,0.0,-,1
1645,U27100DL2012PTC240299,RS Ingot and Billet Private Limited,FC,New Delhi,Yes,2019-07-31,2022-05-05,133.5724369,130.3774832,3.1949537,1.0,-,1
1646,U51909MH2016PTC288386,Alankrit Mercantile Private Limited,OC,Mumbai,Yes,2020-12-04,2022-05-06,0.21,0.0,0.21,0.0,-,1
1647,U27310WB1997PTC085261,S K P Steel Industries Private Limited,OC,Kolkata,No,2021-02-08,2022-05-10,67.945677408,54.36022838099999,13.585449027000001,2.0,6.5,1
1648,U74999MH2010PTC205767,Virtue Infra and Entertainment Private Limited,FC,Mumbai,Yes,2021-09-29,2022-05-10,5.92,5.63,0.29,0.0,-,1
1649,U50200WB2013PTC193048,Dulichand Auto Sales Private Limited,FC,Kolkata,Yes,2021-11-18,2022-05-12,4.1374507000000005,3.9377232,0.1997275,0.0,-,1
1650,U52520TG2005PLC047785,Anjali Waterford Hospitality and Infra Limited,OC,Hyderabad,Yes,2021-02-22,2022-05-13,2.1038494,2.0228674,0.080982,0.0,-,1
1651,U65921DL1989PTC036275,S.K.P.J. Investment and Finance Pvt. Ltd.,FC,New Delhi,Yes,2021-10-25,2022-05-17,0.108365,0.108365,0,0.0,-,1
1652,U74210DL1987PLC029299,Hema Engineering Industries Limited,OC,New Delhi,No,2021-04-05,2022-05-17,1422.9781949,1083.5721949,339.406,1.0,137.48,1
1653,U74300WB2008PTC127335,Purple Advertising Services Private Limited,FC,Kolkata,No,2019-10-29,2022-05-18,62.57,62.39,0.18,2.0,9.05,1
1654,U51495DL1977PTC008586,Shree Om Enterprises Private Limited,OC,New Delhi,Yes,2021-10-25,2022-05-24,1.84,0.0,1.84,0.0,-,1
1655,U63090WB1975PTC030074,Rahul Commerce Private Limited,OC,Kolkata,No,2020-03-16,2022-05-24,7.035,7.035,0,0.0,-,1
1656,U50100TN2007PTC063981,Srivasta International Private Limited,FC,Chennai,Yes,2020-03-04,2022-05-25,60.78,51.87,8.91,0.0,-,1
1657,U51909WB2009PTC137494,Basukinath Agro Private Limited,OC,Kolkata,Yes,2019-11-05,2022-05-25,0.5175273,0.0,0.5175273,0.0,-,1
1658,U32300DL2015PTC286099,C View Innovations Private Limited,OC,New Delhi,Yes,2019-06-14,2022-05-26,0.5654613,0.4503637,0.1150976,0.0,-,1
1659,U18101DL2008PTC175454,Destination Texofab Private Limited,OC,New Delhi,Yes,2021-10-25,2022-05-26,0.1942944,0.0,0.1942944,0.0,-,1
1660,L74899DL1988PLC033314,Punj Lloyd Limited,FC,New Delhi,No,2019-03-08,2022-05-27,13389.61,12300.32,1089.29,1.0,1077.31,1
1661,U29113TN1997PTC037853,Diamond Engineering (Chennai) Private Limited,OC,Chennai,No,2017-06-06,2022-05-30,324.98,284.5,40.48,3.0,174.41,1
1662,U17120GJ2011PTC066922,Vibrant Fab Private Limited,FC,Ahmedabad,Yes,2020-12-31,2022-05-30,17.46,17.1,0.36,0.0,-,1
1663,U45201GJ1992PTC018498,Rainbow Industrial Park Private Limited,OC,Ahmedabad,Yes,2021-10-05,2022-05-31,0.013,0.0,0.013,0.0,-,1
1664,U17110AP2005PLC045224,V R V Textiles Limited,CD,Amaravati,Yes,2021-10-26,2022-05-31,6.34,1.7,4.64,0.0,-,1
1665,U27100GJ1998PTC107235,Bansal Infracon Private Limited,OC,Ahmedabad,Yes,2021-11-29,2022-05-31,0.317,0.0,0.317,0.0,-,1
1666,U21011TG1999PTC033171,Devesh Engineering Enterprises Private Limited,FC,Hyderabad,Yes,2021-02-19,2022-06-01,18.0765473,12.2006381,5.8759092,0.0,-,1
1667,U27100TG1997PLC028310,Cosmos Forgings Limited,FC,Hyderabad,Yes,2021-08-26,2022-06-01,29.3815751,29.3815751,0,0.0,-,1
1668,U85110KL2008PLC021910,Trivandrum International Health Services Limited,FC,Kochi,No,2020-02-07,2022-06-02,93.7,88.93,4.77,4.0,45.94,1
1669,U34300DL1996PTC076177,Zenith Automotive Private Limited,OC,New Delhi,Yes,2021-09-24,2022-06-02,0.08555,0.0,0.08555,0.0,-,1
1670,U52521MH1992PTC069134,Shalibhadra Cottrade Private Limited,FC,Mumbai,Yes,2019-10-22,2022-06-03,12.159999999999998,12.12,0.04,0.0,-,1
1671,U55100MH2005PTC151128,Denovo Enterprises Private Limited,OC,Mumbai,No,2019-01-23,2022-06-06,2.8045435,0.9555676,1.8489759,0.0,-,1
1672,U26914GJ2003PTC043228,Gokul Ceramic Private Limited,OC,Ahmedabad,Yes,2021-01-15,2022-06-07,52.9926843,25.7153885,27.2772958,0.0,-,1
1673,U64201PN1995PTC091471,Han UL Technologies Private Limited,FC,Mumbai,Yes,2018-11-05,2022-06-07,6.4,4.39,2.01,0.0,-,1
1674,U30001TN1999PTC043012,Infonet Asia Private Limited,OC,Chennai,No,2017-08-02,2022-06-08,4.390000000000001,4.11,0.28,1.0,-,1
1675,AAC9044,Aethon Energy LLP,OC,Bengaluru,No,2020-11-09,2022-06-08,0.25,0.0,0.25,0.0,-,1
1676,U27100MH2005PTC153734,Venus Rolling Mills Private Limited,CD,Mumbai,Yes,2019-04-22,2022-06-09,42.440000000000005,34.63,7.81,3.0,10.37,1
1677,U40109TG2003PTC041135,Sesha Saila Power and Engineering Private Limited,OC,Hyderabad,No,2021-03-26,2022-06-09,49.58,48.76,0.82,0.0,-,1
1678,U29219TG1991PTC012787,P.V.K.Engineers Private Limited,FC,Hyderabad,Yes,2021-10-29,2022-06-09,49.79,28.55,21.24,0.0,-,1
1679,U63090WB1982PLC035099,P K S Limited,FC,Kolkata,Yes,2019-08-08,2022-06-15,833.87,829.67,4.2,0.0,-,1
1680,U70102WB2014PTC202764,Sensetive Infra Private Limited,OC,Kolkata,Yes,2020-02-18,2022-06-15,0.06,0.0,0.06,0.0,-,1
1681,U01403DL2009PTC188059,Shri Vardhman Rice Mills Private Limited,OC,New Delhi,No,2019-12-04,2022-06-20,25.6479288,24.9079288,0.74,2.0,2.65,1
1682,U15421TN1988PLC015660,Shree Ambika Sugars Limited,FC,Chennai,No,2019-12-18,2022-06-20,1107.32,1044.45,62.87,2.0,206.16,1
1683,U15313CT2008PLC020696,Tayal Foods Limited,FC,Mumbai,Yes,2019-10-03,2022-06-21,12.365,12.32,0.045,2.0,-,1
1684,U32104GJ2005PTC046138,Texon Global Private Limited,OC,Ahmedabad,Yes,2020-08-26,2022-06-21,12.36,10.73,1.63,0.0,-,1
1685,U24233CT2006PTC020002,Ganpati Allied Works Private Limited,CD,Cuttack,Yes,2021-11-29,2022-06-21,25.8120376,13.2759537,12.5360839,0.0,-,1
1686,U51909WB2012PTC189048,Royalpet Vanijya Private Limited,FC,Kolkata,Yes,2021-12-01,2022-06-27,2.89,2.89,0,0.0,-,1
1687,U74999HR2014PTC052744,Glister Hospitality Gurgaon Private Limited,CD,Chandigarh,Yes,2020-01-08,2022-06-28,0.8281988,0.0,0.8281988,0.0,-,1
1688,L51900MH1979PLC021199,Good Value Marketing Company Limited,OC,Mumbai,Yes,2018-12-28,2022-07-01,0.0141748,0.0,0.0141748,0.0,-,1
1689,L15130MH1991PLC064216,Indo Biotech Foods Limited,OC,Mumbai,Yes,2018-12-31,2022-07-01,0.0141748,0.0,0.0141748,0.0,-,1
1690,U64201MH1992PLC185386,Global Towers Limited,OC,Mumbai,Yes,2019-03-11,2022-07-15,28.5583341,25.0571037,3.5012304,0.0,-,1
1691,U45400MH2011PTC212453,Alfara'A Infraprojects Private Limited,OC,Mumbai,No,2019-04-12,2022-07-18,858.46,776.77,81.69,0.0,-,1
1692,U65993TG1993PTC016201,Sainath Estates Private Limited,FC,Hyderabad,No,2019-07-08,2022-07-08,312.84,232.92,79.92,1.0,-,1
1693,U15400PB2009PLC033246,Gurdaspur Overseas Limited,FC,Chandigarh,No,2019-09-05,2022-06-30,233.16,233.16,0,1.0,16,1
1694,U17200MH2013PTC239833,Didwania Spinning Mills Private Limited,OC,Mumbai,Yes,2019-10-14,2022-07-12,15.91,13.25,2.66,0.0,-,1
1695,U34300DL2003PTC118816,Nath Motors Private Limited,OC,New Delhi,Yes,2019-10-16,2022-05-27,62.36,59.51,2.85,0.0,-,1
1696,U36103HR2016PTC063814,Bony Paul Systems Private Limited,OC,Chandigarh,Yes,2019-10-23,2022-07-13,4.84,0.0,4.84,0.0,-,1
1697,U34103TN2003PTC051429,MPL Automobiles Agency Private Limited*,OC,Chennai,,2019-10-24,2022-01-07,,,,,,1
1698,U29291PN1993PTC074125,Ujwal Electrical Stampings Private Limited,FC,Mumbai,Yes,2019-11-04,2022-05-05,24.29,24.29,0,0.0,-,1
1699,U20232HR2001PTC034736,Shristi Plywood Private Limited ,OC,Chandigarh,Yes,2019-11-21,2022-07-05,7.8816,7.85,0.0316,0.0,-,1
1700,U74999PN2016PTC166634,Katariya Pet Private Limited ,OC,Mumbai,Yes,2019-12-06,2022-01-28,9.989999999999998,8.79,1.2,0.0,-,1
1701,U45209PN2010PTC137867,Pratibha Skyscrapers Private Limited ,FC,Mumbai,Yes,2020-01-20,2022-07-13,9.22,8.9,0.32,0.0,-,1
1702,U28112JK2013PTC003924,Mir King Industries Private Limited ,FC,Chandigarh,Yes,2020-01-22,2022-07-22,59.31,59.31,0,2.0,30,1
1703,U27100MH2004PTC148361,Bhadramaruti Concast Private Limited,OC,Mumbai,Yes,2020-02-04,2022-04-25,76.51,58.47,18.04,0.0,-,1
1704,U15132HR2012PTC044850,Maruti Kesri Nandan Agrofoods Private Limited ,FC,Chandigarh,Yes,2020-02-06,2022-05-09,5.91,5.91,0,0.0,-,1
1705,U25202KL1996PLC010585,Propyl Packaging Limited,OC,Kochi,Yes,2020-02-14,2021-11-18,54.65,52.03,2.62,0.0,-,1
1706,U01403MH2008PLC188072,B. Y. Agro & Infra Limited,OC,Mumbai,No,2020-05-26,2022-07-26,46.89,37.71,9.18,1.0,6.5,1
1707,U36990GJ2009PLC056869,Greendiamz Biotech Limited,FC,Ahmedabad,Yes,2020-05-27,2022-06-28,99.68,98.61,1.07,1.0,4.75,1
1708,U51395MP2005PTC017738,Power Televentures Private Limited,FC,Ahmedabad,Yes,2020-09-17,2021-11-18,36.31,35.82,0.49,0.0,-,1
1709,U21010MH1988PTC047625,Rolson Synthetics Private Limited,OC,Mumbai,Yes,2020-09-30,2022-07-22,28.43,28.03,0.4,0.0,-,1
1710,U45100MH2004PTC145669,Salasar Enterprises Private Limited,OC,Mumbai,Yes,2020-10-15,2022-07-29,0.3,0.0,0.3,0.0,-,1
1711,U17120GJ2015PTC081783,Yug Weave Tech Private Limited,OC,Ahmedabad,Yes,2020-10-23,2022-07-06,16.47,15.12,1.35,0.0,-,1
1712,U52599TN1991PTC021070,MPL Parts And Services Private Limited,FC,Chennai,Yes,2020-11-13,2021-11-26,3.45,3.45,0,0.0,-,1
1713,U50404TN2011PTC082348,MPL 2 Wheelers Private Limited,FC,Chennai,Yes,2020-11-13,2021-11-26,3.48,3.48,0,0.0,-,1
1714,U72200TN2011PTC080982,Shaan Technologies India Private Limited,OC,Chennai,No,2020-12-23,2022-06-29,0.03,0.0,0.03,0.0,-,1
1715,U52100TG2011PTC072425,Kyati Metals And Trading Private Limited,FC,Hyderabad,Yes,2021-01-18,2021-11-22,67.32000000000001,1.09,66.23,0.0,-,1
1716,U72300MH2012PTC232352,Italtinto Equipments Private Limited,OC,Mumbai,Yes,2021-02-09,2022-06-08,0.54,0.0,0.54,0.0,-,1
1717,U72200PY1999PTC001490,Azimuth Software India Private Limited,OC,Chennai,Yes,2021-03-04,2022-07-22,0.1681265,0.0,0.1681265,0.0,-,1
1718,U26933GJ2010PTC059723,Prince Vitrified Private Limited,OC,Ahmedabad,Yes,2021-03-08,2022-06-14,19.81,4.16,15.65,0.0,-,1
1719,U17110GJ2005PTC045566,Bajrang Cotgin Private Limited,FC,Ahmedabad,Yes,2021-03-15,2022-07-04,32.86,32.86,0,3.0,6.77,1
1720,U40109OR2001PTC017919,Namratha Power Private Limited,FC,Cuttack,Yes,2021-04-12,2022-07-27,3.32,3.32,0,0.0,-,1
1721,U74990MH2009PTC193135,Mithila Cars Private Limited,FC,Mumbai,Yes,2021-04-30,2022-04-18,311.21,72.21,239,0.0,-,1
1722,AAG3643,Neel Motors LLP,FC,Mumbai,Yes,2021-08-04,2022-04-01,15.8,15.38,0.42,0.0,-,1
1723,U51433TG2011PLC073024,BRS Enterprises & Trading Limited,FC,Hyderabad,Yes,2021-08-05,2022-06-24,20.610000000000003,1.69,18.92,0.0,-,1
1724,U35100GA2010PTC006493,Rahi Shipping (India) Private Limited,FC,Mumbai,Yes,2021-09-16,2022-06-16,15.28,15.28,0,0.0,-,1
1725,U52100TG2015PTC099727,SSB Retail India Private Limited,CD,Hyderabad,Yes,2021-10-01,2022-07-19,3.02,3.02,0,0.0,-,1
1726,U63090AP2014PTC095241,Lloyds Shipping Private Limited,OC,Amaravati,Yes,2021-10-27,2022-07-20,1.03,0.1,0.93,0.0,-,1
1727,U74899DL1994PLC060496,Drishti India Limited,FC,New Delhi,Yes,2021-11-01,2022-08-04,5.7473028,5.7473028,0,0.0,-,1
1728,U35111AP2005PTC047165,Prathyusha Resources & Infra Private Limited,FC,Amaravati,No,2021-11-03,2022-07-04,471.44,468.26,3.18,0.0,-,1
1729,U74910BR1997PTC007952,Maurya Manpower Services Private Limited,CD,Kolkata,Yes,2022-02-11,2022-07-06,0.01,0.01,0,0.0,-,1
1730,U51909BR1972PLC000963,Sintra Limited,CD,Kolkata,Yes,2022-02-25,2022-07-15,0.37,0.37,0,0.0,-,1
1731,U70103MH2007PTC173581,G C Property Private Limited,FC,Mumbai,Yes,2022-03-11,2022-07-06,54.74,54.74,0,0.0,-,1
1732,U24301MH2013PTC245730,Ariha Chemicals Private Limited,OC,Mumbai,Yes,2019-05-08,2021-11-09,54.1558552,26.387963,27.7678922,1.0,4.5,1
1733,U27310CT1982PTC001913,Annapurna Malleables Private Limited,FC,Cuttack,Yes,2019-09-04,2022-07-29,68.6815011,68.6815011,0,0.0,-,1
1734,U45200MH2008PTC183061,Zaveri Constructions Limited,FC,Mumbai,Yes,2019-09-26,2022-08-26,42.38,30.53,11.85,0.0,-,1
1735,U51101MH2012PTC228298,Mansi International Private Limited,FC,Mumbai,Yes,2019-10-11,2022-08-08,5.33,4.58,0.74,0.0,-,1
1736,U19200PB2007PTC031322,Hike Leather Private Limited,FC,Chandigarh,Yes,2020-02-20,2022-08-18,19.13,19.12,0.01,1.0,1.11,1
1737,U90000GJ2010PLC059257,Sort India Enviro Solutions Limited,FC,Ahmedabad,Yes,2020-09-23,2022-08-25,62.0109274,50.5473343,11.4635931,0.0,-,1
1738,U99999GJ1997PTC032684,Mono Acriglass Industries Private Limited,CD,Ahmedabad,Yes,2020-11-05,2022-08-01,401.7688252,401.7688252,0,0.0,-,1
1739,U00202MP2005PTC018001,Digital Micron Roto Print Private Limited,OC,Ahmedabad,No,2021-01-11,2022-08-25,28.8052961,7.6720236,21.1332725,1.0,1.732,1
1740,U17120GJ2015PTC085083,Virar Fabrics Private Limited,OC,Ahmedabad,Yes,2021-03-01,2022-08-02,0.3708203,0.0,0.3708203,0.0,-,1
